Month,BL,Lab Location,Customer Name,Score,Reason
Feb-17,BA,Panchkula,Saraswati Agro Chemicals India Pvt Ltd,9,Auditor was quite good. His behavior is very friendly & his auditing process is very clear. Gave lot of knowledge to improve our self. We are satisfied with him & its as well. We connected with ITS past 4yrs. Good.
Feb-17,BA,Panchkula,Marks Fine Printers,9,Auditor is very perfect about audit process. All the process goes very satisfactory. No issues.
Feb-17,BA,Mumbai,RELIANCE RETAIL LTD -Engineering Procurement Construction,9,Audit is very good & fine. We had a learning experience with him. What ever document he asked we have provide the same for verification. No issues.
Feb-17,BA,Mumbai,Hindalco Industries Ltd. - Unit Birla Copper,9,Auditors is very clear & thorough about audit process. He is very knowledgeable & coordinating. Gave a lot of suggestions to improve our systems. Whole audit process is very excellent.
Feb-17,BA,Mumbai," Rubamin Ltd.,",9,Auditor is very knowledgeable person. He came 1st time to our facility & he gave many ideas to improvements. We are very happy with him.
Feb-17,BA,Mumbai Central,Qot Packaging Private Limited,9,It was good.
Feb-17,BA,Delhi,Jindal Steel & Power Limited,9,Audit is quite interesting. And we learn many things. We don't have any doubt about audit. We are doing continous audit through ITS.
Feb-17,BA,Delhi,Walker Chandiok & Co LLP,9,Every process goes very well & proper. We learn many updates regarding audit. Documentation process also good.
Feb-17,BA,Delhi,Grant Thornton India LLP,9,Audit is very good. Whole process is fine. This is our 2nd audit we have get done from ITS. Good.
Feb-17,BA,Delhi,Jawan and sons,9,I have found Auditors transparent & cooperative. They support the auditee. They help the facility in developing.
Feb-17,BA,Delhi,PRECISE SEAMLESS APPARELS PVT LTD,9,"This is the first time we have gone through GSV audit, so we are not aware of the guidance & procedures. So its better if we get the guidance & procedures details beforehand."
Jan-17,BA,Panchkula,Spartan Trends Inc.,10,"Auditors are very knowledgeable person. Constantly we are doing audit through ITS. No suggestion to give him, rather than we need suggestion for improvement. We are very much satisfied with ITS"
Jan-17,BA,Bangalore,Active knits,10,No feedback.
Jan-17,BA,Mumbai Central,KHYATI CHEMICALS PVT. LTD.,10,Everything is perfect. Very good cooperation & response. Auditors are very well.
Jan-17,BA,,Megaplast India Pvt. Ltd,10,"Superb, excellent. The auditor has done very good job. He was strict at some time but cooperative also"
Jan-17,BA,Kolkata,Metal Casting Works,10,"Auditor is very excellent person. When ever I called for audit doubt, he clarified our doubt very well. Past 6-7yrs we are doing continuous audit with ITS. Now we are well known about all the process."
Jan-17,BA,Kolkata,Asiad Detective Bureau ( India ) Private Limited,10,Auditor is very knowledgeable person. He checked all the required paper and gave inputs to improve where ever we are lacking. No issues
Jan-17,BA,Delhi,MAHIMA EXIM PVT LTD,10,Yes we would recommend
Jan-17,BA,Delhi,Bharat Gluco Industries (P) Ltd.,10,Audit we have completed. All procedure is very good.we are happy with auditor
Jan-17,BA,Delhi,OLIVER ENGINEERING PRIVATE LIMITED,10,Audit is very superb. Auditor is very clear about all the process. Both auditor are well knowledge persons. We received our certificate. Regarding audit they both clarified very well
Jan-17,BA,Delhi,MITSAI METAL INDUSTRIES,10,We have done the audit 1st time. Audit is fine. Auditor gave clear ideas about audit. We are satisfied
Jan-17,BA,Delhi,Shalini Texprints,10,Yes would recommend. It’s a good Auditing body. No suggestions
Jan-17,BA,Tirupur,Enrich Exports,10,It was good & okay
Jan-17,BA,Tirupur,VICTORIAN CLOATHING,10,Audit agency is good. The auditors were experienced. Very good approach.
Jan-17,BA,Tirupur,ABI SOURCINGS,10,Very likely. Very satisfied with services. No Suggestions.
Feb-17,BA,Indore,Nilesh Agro Seeds,10,Audit is good. Auditor is very excellent. He gave lots of knowledge about audit. We don't have any doubt regarding audit. Very good.
Feb-17,BA,Indore,Universal Informatics,10,Audit experience we had very excellent. Auditor is very cleared about all the process. We are associate with ITS past 6-7yrs. Very good relation we had with Intertek. Very happy.
Feb-17,BA,Jaipur,SPICA Analytics LLP,10,"Audit is very proper. Your Auditor is well known to me. He is very knowledgeable person, clarified all our doubt regarding audit. Gave many ideas to develop our system. Not problem. We are satisfied."
Feb-17,BA,Jaipur,Trident Industries,10,Audit is very good. Over all we are happy with your auditors. All document he verified very properly. No issue.
Feb-17,BA,Jaipur,Laxmi Udyog,10,Audit is very good. Over all we are happy with your auditors. All document he verified very properly. No issue.
Feb-17,BA,Mumbai,JYOTI AGRO FEEDS PVT LTD,10,Audit is very good. We had good experience with your auditor. This is our 3rd audit we had done with ITS. Auditor is very perfect person. Please share my certificate. I have already spoken somebody from Mumbai but still I have not received the same. Please arrange the same to send me ASAP.
Feb-17,BA,Delhi,Metalyst Forgings Limited,10,"Auditor is very helpful, co-ordinate & his auditing process is very clear. This is our 1st audit experience with ITS & what ever I expected the audit was good. No issues."
Feb-17,BA,Delhi,TCNS,10,10 as compared to other audit bodies in Delhi/ NCR. Very much happy with Intertek and the services. Auditors are good and knowledgeable except one auditors i.e. Naveen Aggarwal. He is arrogant. He thinks himself as he is the only knowledgeable person. Rest everything is everything is good.
Feb-17,BA,Panchkula,Adhunik Packagers (P) Ltd.,10,"Auditor is very strictly person, why I have mention him strict that he is very thorough about audit, he didn't even missing a single issue but audit is good. We don't have any problem. In fact we liked him as we have to improve our self. We are very happy with them"
Feb-17,BA,Mumbai Central,Khyati Chemicals,10,No feedback. Everything was in order.
Jan-17,Cargo/AA,Mumbai,Gumpro,9,Excellent Support & immediate reply by team
Jan-17,Cargo/AA,Mumbai,Amritlal Chemoux,9,"Services & people are good, get good support & cordination"
Jan-17,Cargo/AA,Mumbai,TOTAL OIL INDIA LTD,9,Good TAT & team support
Jan-17,Cargo/AA,Mumbai,Trafigura Global Services Ltd,9,Happy with services provided. No issue working with Intertek
Jan-17,Cargo/AA,Mumbai,NANDAN PETROCHEM LTD,9,Good services. No issues
Jan-17,Cargo/AA,Mumbai,V M MARINE INTE,9,Happy with services & TAT
Jan-17,Cargo/AA,Mumbai,ELECTRO KLEEN SYSTEMS,9,No issues in testing & reports. But improvement required in TAT for report delivery. Reports couriered are not reaching in time
Jan-17,Cargo/AA,Mumbai,LINDE INDIA LIMITED,9,No complaints till date. Communication of sub-ordinates should be improved
Jan-17,Cargo/AA,Mumbai,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Satisfied with services
Jan-17,Cargo/AA,Mumbai,Samudra Marine Services Pvt. Ltd,9,Excellent services
Jan-17,Cargo/AA,Kakinada,WORLD FUEL SERVICES PTE LTD,9,Happy with services provided.
Jan-17,Cargo/AA,Kakinada,Samudra Marine Services Pvt. Ltd,9,Good service & support
Jan-17,Cargo/AA,Kolkata,Bunty overseas,9,No problem while executing job. Happy with services provided
Jan-17,Cargo/AA,Kolkata,Uma Export,9,Happy with Services
Jan-17,Cargo/AA,Kolkata,Samudra Marine Services Pvt. Ltd,9,Satisfied with services provided & job performed
Jan-17,Cargo/AA,Paradip,PRAGATI MILK PRODUCTS PVT. LTD.,9,Happy with services provided. Reports were delivered on time.
Jan-17,Cargo/AA,Paradip,MERCHANT SHIPPING SERVICES PVT LTD,9,No issues with services provided. Good support.
Jan-17,Cargo/AA,Paradip,Praxair India Pvt Ltd,9,Excellent services. Prompt reply from team. Have given 9 since for some of the analysis need to send sample to Intertek overseas lab. So logistic time is more or else no issue in TAT as well
Jan-17,Cargo/AA,Haldia,Samudra Marine Services Pvt. Ltd,9,Excellent service & coordination. Every half hr update provided related to shipment
Jan-17,Cargo/AA,Haldia,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Happy with services & good coordination from team
Jan-17,Cargo/AA,Haldia,Samudra Marine Services Pvt. Ltd,9,Excellent service. Team keeps client updated every half hour about shipment.
Jan-17,Cargo/AA,Haldia, TATA CHEMICALS LTD,9,"Satisfied with services. Client suggested to enter into Bulk commodity segments like fertilizers, coal etc."
Jan-17,Cargo/AA,Chennai,Samudra Marine Services Pvt. Ltd,9,Good support & excellent services
Jan-17,Cargo/AA,Chennai,KLJ RESOURCES LTD,9,Good support & coordination from team
Jan-17,Cargo/AA,Chennai,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Satisfied with services. Good support from team
Jan-17,Cargo/AA,Jamnagar,ARADHYA ENTERPRISES,9,No issues with services provided. Good support
Jan-17,Cargo/AA,Jamnagar,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,9,No issues in testing & report delivery. Happy with services
Jan-17,Cargo/AA,Jamnagar,SINGHVI TRADELINK LLP,9,TAT & good support
Jan-17,Cargo/AA,Kandla,Samudra Marine Services Pvt. Ltd,9,Good support & services
Jan-17,Cargo/AA,Tuticorin,Samudra Marine Services Pvt. Ltd,9,Satisfied with service provided & support by staff
Jan-17,Cargo/AA,Vishakhapatnam,Samudra Marine Services Pvt. Ltd,9,Good support & coordination
Jan-17,Cargo/AA,Mangalore,PHILIPS CARBON BLACK LTD,9,Satisfied with services
Feb-17,Cargo/AA,Jamnagar,SHREEDA ENTERPRISES,9,Satisfied with services provided. Good TAT
Feb-17,Cargo/AA,Jamnagar,SIGMA MINERALS,9,Satisfied with services provided
Feb-17,Cargo/AA,Jamnagar,INDIAN OIL CORPORATION LTD,9,Currently smooth execution. No issues or problems
Feb-17,Cargo/AA,Jamnagar,ISHAN DYES & CHEMICALS LTD,9,Happy with Services provided
Feb-17,Cargo/AA,Jamnagar, GNFC,9,Good Support & Coordination  
Feb-17,Cargo/AA,Jamnagar,SINGHVI TRADELINK LLP,9,Happy with job performed
Feb-17,Cargo/AA,Jamnagar,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,9,Good TAT & Support  
Feb-17,Cargo/AA,Mumbai Chandivali,S.S. Dies Works,9,Happy with Services provided
Feb-17,Cargo/AA,Mumbai Chandivali,RAJ PETRO SPEICALITIES PVT LTD,9,Good support & TAT
Feb-17,Cargo/AA,Mumbai Chandivali,PHOENIX CARGO CONTROLLERS,9,Happy with testing done
Feb-17,Cargo/AA,Mumbai Chandivali,AFTON CHEMICAL INDIA PVT LTD,9,Good support & coordination by team
Feb-17,Cargo/AA,Mumbai Chandivali,ADITYA BIRLA SCIENCE & TECHNOLOGY CENTRE,9,Good TAT & Support provided
Feb-17,Cargo/AA,Mumbai Chandivali,AVL TECHNICAL CENTRE PVT LTD,9,Satisfied with testing job executed
Feb-17,Cargo/AA,Mumbai Chandivali,JOHNSON & JOHNSON LTD,9,Happy with testing services provided. No issues were faced.
Feb-17,Cargo/AA,Mumbai Chandivali,MY OWN ECO ENERGY PVT LTD,9,Happy with servicess provided
Feb-17,Cargo/AA,Mumbai Chandivali,STANDARD GREASES & SPECIALITIES PVT LTD,9,Good job performed & TAT
Feb-17,Cargo/AA,Mumbai Chandivali,Pure Incense Pvt Ltd,9,Quick response & coordination
Feb-17,Cargo/AA,Mumbai Chandivali,FENA P LTD,9,Happy with work performed. Good support by team
Feb-17,Cargo/AA,Kandla,GP GLOBAL ENERGY PRIVATE LIMITED,9,Satisfied with services
Feb-17,Cargo/AA,Kandla,SINGHVI TRADELINK LLP,9,Good support & TAT
Feb-17,Cargo/AA,Kandla,AARTI INDUSTRIES LTD,9,Good job done by team
Feb-17,Cargo/AA,Kandla,OVERSEAS POLYMERS PVT LTD,9,Good support & Coordination
Feb-17,Cargo/AA,Kandla,HMEL,9,Good support & coordination provided by team
Feb-17,Cargo/AA,Kandla,Samudra Marine Services Pvt. Ltd,9,Happy with services performed & support by team
Feb-17,Cargo/AA,Haldia,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Satisfied with services
Feb-17,Cargo/AA,Haldia,Samudra Marine Services Pvt. Ltd,9,Satisfied with services
Feb-17,Cargo/AA,Kakinada,WORLD FUEL SERVICES PTE LTD,9,Good support & happy with services
Feb-17,Cargo/AA,Kakinada,Samudra Marine Services Pvt. Ltd,9,Good support & cordination
Feb-17,Cargo/AA,Chennai,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Satisfied with services
Feb-17,Cargo/AA,Chennai,KLJ RESOURCES LTD,9,Good support & cordination
Jan-17,Cargo/AA,Mumbai,INDIAN OIL CORPORATION LTD,10,Excellent services provided. Have visited our facility & finds it good
Jan-17,Cargo/AA,Mumbai,CAIRN ENERGY INDIA PTY LTD,10,"Services & support provided is excellent, TAT is good. But client has one suggestion related to report format. Since we perform Lubricant testing for this client on regular basis, suggest to include the history of analysis performed for past 3 months or a year so it helps client for their further analysis."
Jan-17,Cargo/AA,Mumbai,CENTRAL UP GAS LIMITED KANPUR,10,Done job for Gas testing. Its was very urgent & team supported in very good manner. Testing was done on urgent basis & reports were issued immediately. So very happy with services provided & coordination of team.
Jan-17,Cargo/AA,Mumbai,FINOR PIPLAJ CHEMICALS LIMITED,10,Quick response & good services
Jan-17,Cargo/AA,Mumbai,THE SMUA LTD LONDON,10,Excellent services. No issues.
Jan-17,Cargo/AA,Mumbai,UNILEVER INDIA EXPORTS LIMITED,10,Happy with analysis perform & coordination support
Jan-17,Cargo/AA,Mumbai,SALICYLATES AND CHEMICALS PVT LTD,10,Good TAT & coordination
Jan-17,Cargo/AA,Mumbai,DEEPAK NITRITE LTD,10,"Receive reports on time, support provided by lab, Good TAT"
Jan-17,Cargo/AA,Jamnagar,"Jaidev Enterprises, Ahmedabad",10,Excellent services
Jan-17,Cargo/AA,Jamnagar,Adani Bunkering Pvt Ltd,10,Excellent services & TAT
Jan-17,Cargo/AA,Jamnagar,PETRO TEK RETAIL PETROLEUM,10,Receive report on time & good support.
Jan-17,Cargo/AA,Jamnagar,RAJHANS METALS PVT LTD,10,Excellent service. Team support during urgent testing as well.
Jan-17,Cargo/AA,Jamnagar,GP GLOBAL ENERGY PRIVATE LIMITED,10,Excellent services. Good TAT. Reporting done on done.
Jan-17,Cargo/AA,Jamnagar,SHREEDA ENTERPRISES,10,Good service. No issue with testing & reports.
Jan-17,Cargo/AA,Jamnagar,I R ENTERPRISE,10,Reports delivered on time. So far no issues. Good communication & support provided
Jan-17,Cargo/AA,Jamnagar,AGROCEL INDUSTRIES LIMITED,10,Excellent services provided by staff
Jan-17,Cargo/AA,Jamnagar,OREN HYDROCARBONS PVT LTD,10,Good support & coordination
Jan-17,Cargo/AA,Kolkata,Nagreeka Export,10,Excellent support & coordination by branch. Happy to work with Intertek
Jan-17,Cargo/AA,Kolkata,HS Global,10,Excellent services offered. Have no issues working with Intertek
Jan-17,Cargo/AA,Chennai,NYNAS NAPHTHENCS PVT LTD,10,Excellent services provided
Jan-17,Cargo/AA,Chennai,THE NAVAL OFFICER IN CHARGE (TN&P),10,Happy with services provided
Jan-17,Cargo/AA,Mangalore,GULF PETROCHEM,10,Satisfied with services. No issues
Feb-17,Cargo/AA,Jamnagar,AGROCEL INDUSTRIES LIMITED,10,Satisfied with services
Feb-17,Cargo/AA,Jamnagar, AVANI PETROCHEM PRIVATE LIMITED VADODARA,10,Approach was good. Testing was perfect. Good support from team
Feb-17,Cargo/AA,Jamnagar,UMA MARINE SERVICES,10,Satisfied with services
